Year,Month,Day,Site,Level,Observer,Transect_type,Transect_number,Transect_section,Depth_m,Lat,Long,Genusspecies,Frequency,Size_cm
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Articulated_coralline_algae ,4,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Bushy_cylindrical_branches,2,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Sand,12,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Crustose_coralline_algae ,3,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Boulder_10_cm_1_m,1,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,2,Na,10,27.855283,-115.075783,Bedrock_1_m,18,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,2,Na,10,27.855283,-115.075783,Articulated_coralline_algae ,9,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,2,Na,10,27.855283,-115.075783,Crustose_coralline_algae ,10,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,2,Na,10,27.855283,-115.075783,Bushy_cylindrical_branches,2,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,2,Na,10,27.855283,-115.075783,Branch_flat_branching ,4,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,inverts,1,0-10,10,27.855283,-115.075783,Lithopoma_spp,2,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,0-10,10,27.855283,-115.075783,Eisenia_arborea,8,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,10-20,10,27.855283,-115.075783,Eisenia_arborea,2,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,20-30,10,27.855283,-115.075783,Eisenia_arborea,2,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,0-10,10,27.855283,-115.075783,macrocystis_pyrifera_stipes,1,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,0-10,10,27.855283,-115.075783,macrocystis_pyrifera,1,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,10-20,10,27.855283,-115.075783,macrocystis_pyrifera_stipes,4,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,10-20,10,27.855283,-115.075783,macrocystis_pyrifera,2,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,20-30,10,27.855283,-115.075783,macrocystis_pyrifera_stipes,3,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,20-30,10,27.855283,-115.075783,macrocystis_pyrifera,3,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,0-10,10,27.855283,-115.075783,Laminaria_farlowii,3,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,10-20,10,27.855283,-115.075783,Laminaria_farlowii,4,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,1,20-30,10,27.855283,-115.075783,Laminaria_farlowii,4,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,inverts,2,0-10,10,27.855283,-115.075783,Muricea_fruticosa,1,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,inverts,2,0-10,10,27.855283,-115.075783,Pacifigorgia_spp,1,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,inverts,2,0-10,10,27.855283,-115.075783,Panulirus_innterruptus         ,1,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,inverts,2,0-10,10,27.855283,-115.075783,Cucumaria_salma,3,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,0-10,10,27.855283,-115.075783,Eisenia_arborea,7,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,10-20,10,27.855283,-115.075783,Eisenia_arborea,8,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,20-30,10,27.855283,-115.075783,Eisenia_arborea,2,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,0-10,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,8,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,0-10,10,27.855283,-115.075783,Macrocystis_pyrifera,6,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,9,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera,5,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,20-30,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,9,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,20-30,10,27.855283,-115.075783,Macrocystis_pyrifera,7,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,0-10,10,27.855283,-115.075783,Laminaria_farlowii,4,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,10-20,10,27.855283,-115.075783,Laminaria_farlowii,3,Na
2016,10,23,Gavilanes,Mid,Hâctor H.,algae,2,20-30,10,27.855283,-115.075783,Laminaria_farlowii,4,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,1,Na,5,27.854500,-115.075867,Macrocystis_pyrifera,22,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,1,Na,5,27.854500,-115.075867,Macrocystis_pyrifera_stipes,410,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,1,Na,5,27.854500,-115.075867,Eisenia_arborea,21,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,2,Na,5,27.854500,-115.075867,Macrocystis_pyrifera,38,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,2,Na,5,27.854500,-115.075867,Macrocystis_pyrifera_stipes,243,Na
2017,6,22,Gavilanes,Shallow,Hâctor H.,algae,2,Na,5,27.854500,-115.075867,Eisenia_arborea,13,Na
2017,6,22,Gavilanes,Deep,Hâctor H.,algae,1,Na,17,27.857767,-115.081450,Macrocystis_pyrifera,5,Na
2017,6,22,Gavilanes,Deep,Hâctor H.,algae,1,Na,17,27.857767,-115.081450,Macrocystis_pyrifera_stipes,163,Na
2017,6,22,Gavilanes,Deep,Hâctor H.,algae,1,Na,17,27.857767,-115.081450,Eisenia_arborea,63,Na
2017,6,22,Gavilanes,Deep,Hâctor H.,algae,2,Na,17,27.857767,-115.081450,Macrocystis_pyrifera,5,Na
2017,6,22,Gavilanes,Deep,Hâctor H.,algae,2,Na,17,27.857767,-115.081450,Macrocystis_pyrifera_stipes,221,Na
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Paralabrax_clatratus,1,25
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Hypsipops_rubicundus,2,13
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Hypsipops_rubicundus,3,15
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Hypsipops_rubicundus,1,12
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Sphoeroides_spp.,1,15
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Semicosipus_pulcher,1,18
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Semicosipus_pulcher,1,11
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,1,Na,11,27.855283,-115.075783,Semicosipus_pulcher,1,13
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Paralabrax_nebulifer,1,40
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Paralabrax_clathratus,1,14
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Paralabrax_clathratus,1,35
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Paralabrax_clathratus,1,26
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Hypsipops_rubicundus,2,18
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Hypsipops_rubicundus,1,15
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Semicosipus_pulcher,1,28
2017,6,22,Gavilanes,Mid,Rodrigo B.,fish,2,Na,11,27.855283,-115.075783,Semicosipus_pulcher,1,32
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Bedrock_1_m,19,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Boulder_10_cm_1_m,8,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Sand,3,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Bare_rock,1,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Bushy_cylindrical_branches,5,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Lacy_filamentous_dense ,2,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Crustose_coralline_algae ,4,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Articulated_coralline_algae ,12,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Dictyotales_spp,1,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Desmarestia_spp,1,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,1,Na,17,27.857767,-115.081450,Macrocystis_holdfast_live,2,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Bedrock_1_m,15,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Boulder_10_cm_1_m,12,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Sand,3,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,0_10 cm,13,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,10 cm_1 m,17,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Bare_rock,2,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Leaf_blade_unbranched,7,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Lacy_filamentous_dense ,1,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Turf_red_turf_2_cm,4,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Crustose_coralline_algae ,15,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Articulated_coralline_algae ,12,Na
2017,6,21,Gavilanes,Deep,Rodrigo B.,upc,2,Na,17,27.857767,-115.081450,Macrocystis_holdfast_live,3,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Hippodiplosioa_insculta,3,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Acarnus_erithacus,2,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Cucumaria_salma,6,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Megastrea_undosa,3,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Astraea_turbanica,3,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,1,Na,9,27.855283,-115.075783,Clavalina_huntsmania,4,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,2,Na,9,27.855283,-115.075783,Acarnus_erithacus,8,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,2,Na,9,27.855283,-115.075783,Megastrea_undosa,2,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,2,Na,9,27.855283,-115.075783,Lophogorgia_chilensis,1,Na
2017,6,21,Gavilanes,Mid,Eliot. D.,inverts,2,Na,9,27.855283,-115.075783,Anthopleura_artemisa,1,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Parastichopus_parvimensis,2,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Other_starfish,2,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Megastrea_undosa,7,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Muricea_fruticosa,3,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Lophogorgia_chilensis,2,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Mesosentrotus_franciscanus,1,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Tethya_aurantia,12,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Spheciospongia_confoederata,1,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,1,Na,17,27.857767,-115.081450,Other_starfish,2,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Other_starfish,1,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Megastrea_undosa,9,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Muricea_fruticosa,1,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Lophogorgia_chilensis,3,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Hippodiplosioa_insculta,2,Na
2017,6,22,Gavilanes,Deep,Fernanda A.,inverts,2,Na,17,27.857767,-115.081450,Tethya_aurantia,2,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,1,Na,5,27.854500,-115.075867,Cyprea_spp,1,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,1,Na,5,27.854500,-115.075867,Megastrea_undosa,11,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,1,Na,5,27.854500,-115.075867,Lophogorgia_chilensis,2,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,1,Na,5,27.854500,-115.075867,Tethya_aurantia,6,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,1,Na,5,27.854500,-115.075867,Spheciospongia_confoederata,3,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,2,Na,5,27.854500,-115.075867,Other_starfish,1,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,2,Na,5,27.854500,-115.075867,Megastrea_undosa,14,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,2,Na,5,27.854500,-115.075867,Lophogorgia_chilensis,1,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,2,Na,5,27.854500,-115.075867,Tethya_aurantia,6,Na
2017,6,22,Gavilanes,Shallow,Fernanda A.,inverts,2,Na,5,27.854500,-115.075867,Spheciospongia_confoederata,2,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,inverts,1,Na,6,27.854500,-115.075867,Macrocystis_pyrifera,9,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,inverts,1,Na,6,27.854500,-115.075867,Macrocystis_pyrifera_stipes,51,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,1,Na,6,27.854500,-115.075867,Cystoseira_osmundasea,39,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,1,Na,6,27.854500,-115.075867,Eisenia_arborea,28,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,2,Na,6,27.854500,-115.075867,Macrocystis_pyrifera,17,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,2,Na,6,27.854500,-115.075867,Macrocystis_pyrifera_stipes,133,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,2,Na,6,27.854500,-115.075867,Cystoseira_osmundasea,13,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,2,Na,6,27.854500,-115.075867,Eisenia_arborea,17,Na
2017,8,14,Gavilanes,Shallow,Rodrigo C. ,algae,2,Na,6,27.854500,-115.075867,Laminaria_farlowii,4,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,1,Na,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,177,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,1,Na,10,27.855283,-115.075783,Macrocystis_pyrifera,3,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,1,Na,10,27.855283,-115.075783,Cystoseira_osmundasea,1,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,1,Na,10,27.855283,-115.075783,Eisenia_arborea,44,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,1,Na,10,27.855283,-115.075783,Pterygophora_californica,1,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,2,Na,10,27.855283,-115.075783,Macrocystis_pyrifera,16,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,2,Na,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,162,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,2,Na,10,27.855283,-115.075783,Cystoseira_osmundasea,1,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,2,Na,10,27.855283,-115.075783,Eisenia_arborea,11,Na
2017,8,14,Gavilanes,Mid,Rodrigo C. ,algae,2,Na,10,27.855283,-115.075783,Laminaria_farlowii,1,Na
2017,8,14,Gavilanes,Deep,Rodrigo C. ,algae,1,Na,16,27.855283,-115.075783,Macrocystis_pyrifera_stipes,65,Na
2017,8,14,Gavilanes,Deep,Rodrigo C. ,algae,1,Na,16,27.855283,-115.075783,Macrocystis_pyrifera,6,Na
2017,8,14,Gavilanes,Deep,Rodrigo C. ,algae,2,Na,16,27.855283,-115.075783,Macrocystis_pyrifera_stipes,118,Na
2017,8,14,Gavilanes,Deep,Rodrigo C. ,algae,2,Na,16,27.855283,-115.075783,Macrocystis_pyrifera,17,Na
2017,8,14,Gavilanes,Deep,Rodrigo C. ,algae,2,Na,16,27.855283,-115.075783,Laminaria_farlowii,2,Na
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Paralabrax_clathratus,4,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Paralabrax_clathratus,1,10
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Paralabrax_clathratus,4,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Paralabrax_clatratus,1,10
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Paralabrax_nebulifer,1,30
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Semicossyphus_pulcher,1,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Hypsypops_rubicundus,1,10
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Halichoeres_semicinctus,2,10
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,1,Na,8,27.854500,-115.075867,Halichoeres_semicinctus,1,5
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Girella_nigricans,4,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Girella_nigricans,1,25
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Paralabrax_clathratus,3,25
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Paralabrax_clathratus,2,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Hypsypops_rubicundus,1,20
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Hypsypops_rubicundus,1,15
2017,8,14,Gavilanes,Shallow,Hâctor H.,fish,2,Na,8,27.854500,-115.075867,Halichoeres_semicinctus,1,5
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Hypsypops_rubicundus,1,5
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Hypsypops_rubicundus,3,10
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Paralabrax_clathratus,1,5
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Paralabrax_clathratus,6,10
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Paralabrax_clathratus,5,15
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Semicossyphus_pulcher,2,15
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Semicossyphus_pulcher,3,10
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Paralabrax_nebulifer,2,15
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,1,Na,12,27.855283,-115.075783,Rhacochilus_vacca,2,10
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,2,Na,12,27.855283,-115.075783,Hypsypops_rubicundus,1,5
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,2,Na,12,27.855283,-115.075783,Hypsypops_rubicundus,1,15
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,2,Na,12,27.855283,-115.075783,Paralabrax_clathratus,3,15
2017,8,14,Gavilanes,Mid,Hâctor H.,fish,2,Na,12,27.855283,-115.075783,Semicossyphus_pulcher,1,50
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,1,45
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,2,30
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,2,40
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,3,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Paralabrax_clathratus,5,20
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Paralabrax_clathratus,3,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,1,Na,16,27.857767,-115.081450,Anisotremus_davidsonii,5,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,3,10
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,1,20
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,2,20
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Semicossyphus_pulcher,1,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Girella_nigricans,4,30
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Girella_nigricans,1,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Caulolatilus_princeps,2,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Halichoeres_semicinctus,4,30
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Halichoeres_semicinctus,1,10
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Hypsypops_rubicundus,1,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Hypsypops_rubicundus,1,10
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Paralabrax_nebulifer,2,25
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Paralabrax_nebulifer,1,20
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Paralabrax_nebulifer,3,15
2017,8,14,Gavilanes,Deep,Hâctor H.,fish,2,Na,16,27.857767,-115.081450,Chromis_punctipinnis,6,8
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Megastrea_undosa,13,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,20-30,16,27.857767,-115.081450,Megastrea_undosa,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Tethya_aurantia,1,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,10-20,16,27.857767,-115.081450,Tethya_aurantia,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Muricea_californica,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Lophogorgia_chilensis,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,10-20,16,27.857767,-115.081450,Lophogorgia_chilensis,4,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Acarnus_erithacus,4,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,10-20,16,27.857767,-115.081450,Acarnus_erithacus,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,20-30,16,27.857767,-115.081450,Acarnus_erithacus,5,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Thelepus_Crispus,3,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,10-20,16,27.857767,-115.081450,Thelepus_Crispus,1,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,20-30,16,27.857767,-115.081450,Thelepus_Crispus,2,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Other_starfish,1,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Hippodiplosioa_insculta,3,Na
2017,8,14,Gavilanes,Deep,Eliot. D.,inverts,1,0-10,16,27.857767,-115.081450,Parastichopus_parvimensis,2,Na
