Year,Month,Day,Site,Level,Observer,Transect_type,Transect_number,Transect_section,Depth_m,Lat nort,Long,Genusspecies,Frequency,Size_cm
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,1,6
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,1,13
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,1,20
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,1,18
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,30
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,25
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,1,20
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,30
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Semicossyphus_pulcher,1,80
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Semicossyphus_pulcher,1,40
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Semicossyphus_pulcher,1,20
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,20-30,10,27.870367,-115.044400,Semicossyphus_pulcher,1,50
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Girella_nigricans,11,25
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,30,2
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,10,3
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,4,5
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,1,10
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,20,3
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Hypsypops_rubicundus,2,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Hypsypops_rubicundus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,30
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,2,25
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,30
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,35
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,0-10,10,27.870367,-115.044400,Semicossyphus_pulcher,1,60
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Semicossyphus_pulcher,1,30
2016,10,23,Piedra_Blanca,mid,Nur,fish,2,20-30,10,27.870367,-115.044400,Semicossyphus_pulcher,1,40
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Bedrock_1_m,27,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Boulder_10_cm_1_m,3,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,0_10 cm,15,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,10 cm_1 m,8,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,1 m_2 m,7,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,16,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Encrusting_red,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Sponge,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Crustose_coralline_algae ,10,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,1,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,2,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Bedrock_1_m,28,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,sand,2,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,19,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Bare_sand,2,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Crustose_coralline_algae ,5,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,Sponge,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,2 m,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,0_10 cm,13,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,1 m_2 m,3,Na
2016,10,23,Piedra_Blanca,mid,Nur,upc,2,Na,10,27.870367,-115.044400,10 cm_1 m,12,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Muricea_fruticosa,4,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Muricea_californica,1,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Centrostephanus_coronatus,6,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Megastrea_undosa,5,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Acarnus_erithacus,1,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Pacifigorgia_spp,4,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Cucumaria_salma,9,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,sargassum_muticum,26,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,1,Na,10,27.870367,-115.044400,Laminaria_farlowii,15,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Muricea_californica,2,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Centrostephanus_coronatus,6,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Eucidaris_spp,1,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Megastrea_undosa,1,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Acarnus_erithacus,2,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Pacifigorgia_spp,2,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Cucumaria_salma,4,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,sargassum_muticum,32,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Eisenia_arborea,4,Na
2016,10,23,Piedra_Blanca,mid,H‚ctor H.,inverts,2,Na,10,27.870367,-115.044400,Laminaria_farlowii,15,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,0-10,10,27.870367,-115.044400,Mesosentrotus_franciscanus,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,0-10,10,27.870367,-115.044400,Muricea_californica,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,20-30,10,27.870367,-115.044400,Muricea_californica,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,0-10,10,27.870367,-115.044400,Muricea_fruticosa,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,oct-20,10,27.870367,-115.044400,Lophogorgia_chilensis,2,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,20-30,10,27.870367,-115.044400,Lophogorgia_chilensis,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,0-10,10,27.870367,-115.044400,Megastrea_undosa,3,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,oct-20,10,27.870367,-115.044400,Megastrea_undosa,2,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,1,20-30,10,27.870367,-115.044400,Megastrea_undosa,7,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,2,0-10,10,27.870367,-115.044400,Panulirus_innterruptus         ,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,2,0-10,10,27.870367,-115.044400,Megastrea_undosa,2,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,2,oct-20,10,27.870367,-115.044400,Megastrea_undosa,2,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,2,0-10,10,27.870367,-115.044400,Panulirus_innterruptus         ,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,inverts,2,oct-20,10,27.870367,-115.044400,Panulirus_innterruptus         ,1,Na
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,12,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,2,20
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,2,5
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,1,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,11,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,15,5
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,11,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,12,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,3,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Chromis_punctipinnis,7,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Chromis_punctipinnis,5,5
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Chromis_punctipinnis,7,5
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,2,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,1,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Hypsypops_rubicundus,1,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,0-10,10,27.870367,-115.044400,Heterostichus_rostratus,1,20
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Semicossyphus_pulcher,2,15
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Girella_nigricans,2,10
2017,2,14,Piedra_Blanca,Mid,H‚ctor H.,fish,1,oct-20,10,27.870367,-115.044400,Girella_nigricans,1,15
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Bedrock_1_m,14,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Boulder_10_cm_1_m,14,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,sand,2,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Crustose_coralline_algae ,8,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,11,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Dictyotales_spp,3,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Bare_rock,6,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,Bare_sand,2,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,0_10 cm,4,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,10 cm_1 m,17,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,1,Na,10,27.870367,-115.044400,1 m_2 m,9,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Bedrock_1_m,20,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Boulder_10_cm_1_m,5,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,sand,5,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Crustose_coralline_algae ,12,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,3,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Dictyotales_spp,8,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Bare_rock,1,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,Bare_sand,5,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,0_10 cm,13,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,10 cm_1 m,16,Na
2017,2,14,Piedra_Blanca,Mid,Eliot D.,upc,2,Na,10,27.870367,-115.044400,1 m_2 m,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Bedrock_1_m,25,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Boulder_10_cm_1_m,5,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,0_10 cm,10,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,10 cm_1 m,14,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,1 m_2 m,6,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Bare_rock,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Bare_sand,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Bushy_cylindrical_branches,6,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Articulated_coralline_algae ,11,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Dictyotales_spp,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Macrocystis_holdfast_live,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Colonial_tunicate ,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,1,Na,7,27.869567,-115.044450,Phyllospadix_spp,4,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Bedrock_1_m,21,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Boulder_10_cm_1_m,5,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Cobble_10cm,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,sand,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,0_10 cm,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,10 cm_1 m,24,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,1 m_2 m,4,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Bare_rock,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Bare_sand,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Crustose_coralline_algae ,1,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Articulated_coralline_algae ,12,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Dictyotales_spp,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Laminaria_farlowii,2,Na
2017,6,21,Piedra_Blanca,Shallow,Rodrigo B.,upc,2,Na,7,27.869567,-115.044450,Colonial_tunicate ,3,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Bedrock_1_m,26,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,sand,4,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,0_10 cm,27,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,10 cm_1 m,3,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Crustose_coralline_algae ,7,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Articulated_coralline_algae ,13,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Dictyotales_spp,1,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Colonial_tunicate ,3,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Sponge,2,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,1,Na,12,27.870367,-115.044400,Macrocystis_holdfast_live,4,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Bedrock_1_m,27,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,sand,3,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,0_10 cm,23,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,10 cm_1 m,7,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Crustose_coralline_algae ,7,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Articulated_coralline_algae ,25,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Colonial_tunicate ,1,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Sponge,2,Na
2017,6,21,Piedra_Blanca,Mid,Rodrigo B.,upc,2,Na,12,27.870367,-115.044400,Macrocystis_holdfast_live,5,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Bedrock_1_m,21,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Cobble_10cm,7,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,sand,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,0_10 cm,18,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,10 cm_1 m,12,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Shell_debris,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Leaf_blade_unbranched,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Crustose_coralline_algae ,12,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Articulated_coralline_algae ,8,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Cystoseira_osmundasea,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Desmarestia_spp,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Macrocystis_holdfast_live,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Laminaria_farlowii,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,1,Na,18,27.870517,-115.044883,Colonial_tunicate ,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Bedrock_1_m,23,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Boulder_10_cm_1_m,4,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Cobble_10cm,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,sand,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Juvenile_laminariales,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Leaf_blade_unbranched,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Bushy_cylindrical_branches,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Crustose_coralline_algae ,8,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Articulated_coralline_algae ,12,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Macrocystis_holdfast_live,3,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Laminaria_farlowii,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Cup_corals,2,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Colonial_tunicate ,1,Na
2017,6,21,Piedra_Blanca,Deep,Rodrigo B.,upc,2,Na,18,27.870517,-115.044883,Muricea_californica,1,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Cucumaria_salma,6,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Muricea_californica,8,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Pacifigorgia_spp,5,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Mesosentrotus_franciscanus,2,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Megastrea_undosa,3,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Panulirus_innterruptus         ,21,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Clavalina_huntsmania,1,Na
2017,6,21,Piedra_Blanca,Mid,Eliot D.,inverts,1,Na,10,27.870367,-115.044400,Pycnoclavella_stanleyi,2,Na
